"GENDER" "RACE" "WKSESL" "C1GMOTOR" "C1FMOTOR" "T1INTERN" "T1EXTERN" "T1INTERP" "T1CONTRO" "P1FIRKDG" "AGEBASELINE" "score" "time" "CHILDID"
"8706" "female" "white, non-Hispanic" -0.43 7 8 1 1.2 3 3 1 74 -0.51 0 "191"
"30115" "female" "white, non-Hispanic" -0.43 7 8 1 1.2 3 3 1 74 0.44 3.46410161513775 "191"
"51524" "female" "white, non-Hispanic" -0.43 7 8 1 1.2 3 3 1 74 0.88 5.91607978309962 "191"
"72933" "female" "white, non-Hispanic" -0.43 7 8 1 1.2 3 3 1 74 1.28 7.68114574786861 "191"
"94342" "female" "white, non-Hispanic" -0.43 7 8 1 1.2 3 3 1 74 1.88 9.74679434480896 "191"
"8753" "female" "white, non-Hispanic" 2.08 6 8 1.25 1.4 3 2.75 1 74 -0.38 0 "192"
"30162" "female" "white, non-Hispanic" 2.08 6 8 1.25 1.4 3 2.75 1 74 0.5 3.46410161513775 "192"
"51571" "female" "white, non-Hispanic" 2.08 6 8 1.25 1.4 3 2.75 1 74 0.93 6 "192"
"72980" "female" "white, non-Hispanic" 2.08 6 8 1.25 1.4 3 2.75 1 74 1.39 7.61577310586391 "192"
"94389" "female" "white, non-Hispanic" 2.08 6 8 1.25 1.4 3 2.75 1 74 1.59 9.69535971483266 "192"
"8773" "female" "white, non-Hispanic" -0.09 6 7 1.25 1.2 3.6 3.25 1 68 -0.46 0 "193"
"30182" "female" "white, non-Hispanic" -0.09 6 7 1.25 1.2 3.6 3.25 1 68 0.19 3.46410161513775 "193"
"51591" "female" "white, non-Hispanic" -0.09 6 7 1.25 1.2 3.6 3.25 1 68 1.15 5.91607978309962 "193"
"73000" "female" "white, non-Hispanic" -0.09 6 7 1.25 1.2 3.6 3.25 1 68 1.23 7.61577310586391 "193"
"94409" "female" "white, non-Hispanic" -0.09 6 7 1.25 1.2 3.6 3.25 1 68 1.81 9.74679434480896 "193"
"8794" "male" "white, non-Hispanic" 1.35 8 8 1 1 3.6 4 1 76 0.43 0 "194"
"30203" "male" "white, non-Hispanic" 1.35 8 8 1 1 3.6 4 1 76 0.78 3.60555127546399 "194"
"51612" "male" "white, non-Hispanic" 1.35 8 8 1 1 3.6 4 1 76 1.2 6 "194"
"73021" "male" "white, non-Hispanic" 1.35 8 8 1 1 3.6 4 1 76 1.4 7.81024967590665 "194"
"94430" "male" "white, non-Hispanic" 1.35 8 8 1 1 3.6 4 1 76 1.75 9.74679434480896 "194"
"8803" "female" "other" -0.51 3 7 1.5 2.2 3.5 3 1 75 -1.6 0 "195"
"30212" "female" "other" -0.51 3 7 1.5 2.2 3.5 3 1 75 -0.36 3.46410161513775 "195"
"51621" "female" "other" -0.51 3 7 1.5 2.2 3.5 3 1 75 0.27 5.91607978309962 "195"
"73030" "female" "other" -0.51 3 7 1.5 2.2 3.5 3 1 75 0.6 7.61577310586391 "195"
"94439" "female" "other" -0.51 3 7 1.5 2.2 3.5 3 1 75 0.75 9.69535971483266 "195"
"8854" "male" "white, non-Hispanic" 0.95 7 5 1 2.4 2.5 2.75 1 68 -0.11 0 "196"
"30263" "male" "white, non-Hispanic" 0.95 7 5 1 2.4 2.5 2.75 1 68 0.51 3.46410161513775 "196"
"51672" "male" "white, non-Hispanic" 0.95 7 5 1 2.4 2.5 2.75 1 68 0.82 6 "196"
"73081" "male" "white, non-Hispanic" 0.95 7 5 1 2.4 2.5 2.75 1 68 1 7.81024967590665 "196"
"94490" "male" "white, non-Hispanic" 0.95 7 5 1 2.4 2.5 2.75 1 68 1.35 9.74679434480896 "196"
"8862" "male" "white, non-Hispanic" 0.06 5 5 1.25 1.4 3.8 4 1 69 -0.13 0 "197"
"30271" "male" "white, non-Hispanic" 0.06 5 5 1.25 1.4 3.8 4 1 69 0.38 3.46410161513775 "197"
"51680" "male" "white, non-Hispanic" 0.06 5 5 1.25 1.4 3.8 4 1 69 0.95 6 "197"
"73089" "male" "white, non-Hispanic" 0.06 5 5 1.25 1.4 3.8 4 1 69 1.21 7.81024967590665 "197"
"94498" "male" "white, non-Hispanic" 0.06 5 5 1.25 1.4 3.8 4 1 69 1.44 9.74679434480896 "197"
"8884" "female" "white, non-Hispanic" 0.61 7 7 2 1.2 2.8 2.5 1 75 -0.98 0 "198"
"30293" "female" "white, non-Hispanic" 0.61 7 7 2 1.2 2.8 2.5 1 75 0.58 3.46410161513775 "198"
"51702" "female" "white, non-Hispanic" 0.61 7 7 2 1.2 2.8 2.5 1 75 1.02 6.08276253029822 "198"
"73111" "female" "white, non-Hispanic" 0.61 7 7 2 1.2 2.8 2.5 1 75 1.38 7.68114574786861 "198"
"94520" "female" "white, non-Hispanic" 0.61 7 7 2 1.2 2.8 2.5 1 75 1.85 9.74679434480896 "198"
"8887" "male" "white, non-Hispanic" -0.36 8 7 1 1.8 3.4 3 1 70 -0.58 0 "199"
"30296" "male" "white, non-Hispanic" -0.36 8 7 1 1.8 3.4 3 1 70 0.33 3.46410161513775 "199"
"51705" "male" "white, non-Hispanic" -0.36 8 7 1 1.8 3.4 3 1 70 0.8 6.08276253029822 "199"
"73114" "male" "white, non-Hispanic" -0.36 8 7 1 1.8 3.4 3 1 70 1 7.81024967590665 "199"
"94523" "male" "white, non-Hispanic" -0.36 8 7 1 1.8 3.4 3 1 70 1.04 9.74679434480896 "199"
"8943" "female" "white, non-Hispanic" 0.42 8 7 1.25 1 3.2 3 1 77 -0.55 0 "200"
"30352" "female" "white, non-Hispanic" 0.42 8 7 1.25 1 3.2 3 1 77 0.2 3.46410161513775 "200"
"51761" "female" "white, non-Hispanic" 0.42 8 7 1.25 1 3.2 3 1 77 0.96 6 "200"
"73170" "female" "white, non-Hispanic" 0.42 8 7 1.25 1 3.2 3 1 77 1.2 7.68114574786861 "200"
"94579" "female" "white, non-Hispanic" 0.42 8 7 1.25 1 3.2 3 1 77 1.42 9.69535971483266 "200"
"8949" "female" "white, non-Hispanic" 0.57 5 9 1 1.2 3 3.25 1 74 -0.85 0 "201"
"30358" "female" "white, non-Hispanic" 0.57 5 9 1 1.2 3 3.25 1 74 0.17 3.46410161513775 "201"
"51767" "female" "white, non-Hispanic" 0.57 5 9 1 1.2 3 3.25 1 74 0.82 6 "201"
"73176" "female" "white, non-Hispanic" 0.57 5 9 1 1.2 3 3.25 1 74 1.16 7.68114574786861 "201"
"94585" "female" "white, non-Hispanic" 0.57 5 9 1 1.2 3 3.25 1 74 1.34 9.69535971483266 "201"
"9434" "male" "black or African American non-Hispanic" -0.38 8 6 1.75 2 4 3.25 1 74 -0.82 0 "202"
"30843" "male" "black or African American non-Hispanic" -0.38 8 6 1.75 2 4 3.25 1 74 -0.17 3.3166247903554 "202"
"52252" "male" "black or African American non-Hispanic" -0.38 8 6 1.75 2 4 3.25 1 74 0.76 5.91607978309962 "202"
"73661" "male" "black or African American non-Hispanic" -0.38 8 6 1.75 2 4 3.25 1 74 1 7.61577310586391 "202"
"95070" "male" "black or African American non-Hispanic" -0.38 8 6 1.75 2 4 3.25 1 74 1.54 9.79795897113271 "202"
"9647" "female" "white, non-Hispanic" 0.95 8 8 1.5 1.4 3.6 3.75 1 79 0.39 0 "203"
"31056" "female" "white, non-Hispanic" 0.95 8 8 1.5 1.4 3.6 3.75 1 79 0.84 3.46410161513775 "203"
"52465" "female" "white, non-Hispanic" 0.95 8 8 1.5 1.4 3.6 3.75 1 79 1.12 5.91607978309962 "203"
"73874" "female" "white, non-Hispanic" 0.95 8 8 1.5 1.4 3.6 3.75 1 79 1.61 7.68114574786861 "203"
"95283" "female" "white, non-Hispanic" 0.95 8 8 1.5 1.4 3.6 3.75 1 79 2 9.79795897113271 "203"
"9766" "male" "Hispanic" 1.77 8 7 1.5 1 3.6 3.67 1 71 -0.54 0 "204"
"31175" "male" "Hispanic" 1.77 8 7 1.5 1 3.6 3.67 1 71 0.41 3.46410161513775 "204"
"52584" "male" "Hispanic" 1.77 8 7 1.5 1 3.6 3.67 1 71 1.28 5.91607978309962 "204"
"73993" "male" "Hispanic" 1.77 8 7 1.5 1 3.6 3.67 1 71 1.47 7.61577310586391 "204"
"95402" "male" "Hispanic" 1.77 8 7 1.5 1 3.6 3.67 1 71 1.93 9.69535971483266 "204"
"9806" "male" "white, non-Hispanic" -0.57 7 9 1 1.6 2.4 2.75 1 75 -0.55 0 "205"
"31215" "male" "white, non-Hispanic" -0.57 7 9 1 1.6 2.4 2.75 1 75 0.42 3.46410161513775 "205"
"52624" "male" "white, non-Hispanic" -0.57 7 9 1 1.6 2.4 2.75 1 75 0.93 5.91607978309962 "205"
"74033" "male" "white, non-Hispanic" -0.57 7 9 1 1.6 2.4 2.75 1 75 1.01 7.68114574786861 "205"
"95442" "male" "white, non-Hispanic" -0.57 7 9 1 1.6 2.4 2.75 1 75 1.33 9.69535971483266 "205"
"9816" "female" "white, non-Hispanic" -0.37 7 7 1.75 2 3 3 1 77 -0.41 0 "206"
"31225" "female" "white, non-Hispanic" -0.37 7 7 1.75 2 3 3 1 77 0.67 3.60555127546399 "206"
"52634" "female" "white, non-Hispanic" -0.37 7 7 1.75 2 3 3 1 77 1.11 5.91607978309962 "206"
"74043" "female" "white, non-Hispanic" -0.37 7 7 1.75 2 3 3 1 77 1.02 7.68114574786861 "206"
"95452" "female" "white, non-Hispanic" -0.37 7 7 1.75 2 3 3 1 77 1.42 9.79795897113271 "206"
"9849" "female" "white, non-Hispanic" -0.29 8 8 1.25 1 3.4 3 1 72 -0.01 0 "207"
"31258" "female" "white, non-Hispanic" -0.29 8 8 1.25 1 3.4 3 1 72 0.6 3.3166247903554 "207"
"52667" "female" "white, non-Hispanic" -0.29 8 8 1.25 1 3.4 3 1 72 1.21 6 "207"
"74076" "female" "white, non-Hispanic" -0.29 8 8 1.25 1 3.4 3 1 72 1.43 7.68114574786861 "207"
"95485" "female" "white, non-Hispanic" -0.29 8 8 1.25 1 3.4 3 1 72 1.83 9.74679434480896 "207"
"9856" "male" "Hispanic" 0.25 6 5 1 1 3.25 4 1 71 0.19 0 "208"
"31265" "male" "Hispanic" 0.25 6 5 1 1 3.25 4 1 71 0.47 3.46410161513775 "208"
"52674" "male" "Hispanic" 0.25 6 5 1 1 3.25 4 1 71 1.36 6 "208"
"74083" "male" "Hispanic" 0.25 6 5 1 1 3.25 4 1 71 1.43 7.68114574786861 "208"
"95492" "male" "Hispanic" 0.25 6 5 1 1 3.25 4 1 71 1.89 9.74679434480896 "208"
"9926" "male" "white, non-Hispanic" 0.96 8 9 1.25 1.4 3.6 3.5 1 77 -0.41 0 "209"
"31335" "male" "white, non-Hispanic" 0.96 8 9 1.25 1.4 3.6 3.5 1 77 0.22 3.46410161513775 "209"
"52744" "male" "white, non-Hispanic" 0.96 8 9 1.25 1.4 3.6 3.5 1 77 0.96 6 "209"
"74153" "male" "white, non-Hispanic" 0.96 8 9 1.25 1.4 3.6 3.5 1 77 1.06 7.68114574786861 "209"
"95562" "male" "white, non-Hispanic" 0.96 8 9 1.25 1.4 3.6 3.5 1 77 1.88 9.79795897113271 "209"
"10040" "female" "white, non-Hispanic" 0.03 8 9 1.25 1 4 3.75 1 77 0.46 0 "210"
"31449" "female" "white, non-Hispanic" 0.03 8 9 1.25 1 4 3.75 1 77 1.32 3.60555127546399 "210"
"52858" "female" "white, non-Hispanic" 0.03 8 9 1.25 1 4 3.75 1 77 1.18 6 "210"
"74267" "female" "white, non-Hispanic" 0.03 8 9 1.25 1 4 3.75 1 77 1.41 7.68114574786861 "210"
"95676" "female" "white, non-Hispanic" 0.03 8 9 1.25 1 4 3.75 1 77 1.83 9.79795897113271 "210"
"10051" "male" "white, non-Hispanic" 0.95 6 2 1.75 1 3.6 4 1 69 -0.49 0 "211"
"31460" "male" "white, non-Hispanic" 0.95 6 2 1.75 1 3.6 4 1 69 0.59 3.46410161513775 "211"
"52869" "male" "white, non-Hispanic" 0.95 6 2 1.75 1 3.6 4 1 69 1.09 5.91607978309962 "211"
"74278" "male" "white, non-Hispanic" 0.95 6 2 1.75 1 3.6 4 1 69 1.38 7.68114574786861 "211"
"95687" "male" "white, non-Hispanic" 0.95 6 2 1.75 1 3.6 4 1 69 1.98 9.69535971483266 "211"
"10116" "female" "white, non-Hispanic" -0.29 7 5 1.5 1.2 4 4 1 68 -0.83 0 "212"
"31525" "female" "white, non-Hispanic" -0.29 7 5 1.5 1.2 4 4 1 68 0.01 3.3166247903554 "212"
"52934" "female" "white, non-Hispanic" -0.29 7 5 1.5 1.2 4 4 1 68 0.75 6 "212"
"74343" "female" "white, non-Hispanic" -0.29 7 5 1.5 1.2 4 4 1 68 1.2 7.68114574786861 "212"
"95752" "female" "white, non-Hispanic" -0.29 7 5 1.5 1.2 4 4 1 68 1.53 9.74679434480896 "212"
"10209" "male" "Asian" 0.42 8 6 1.75 1.8 2.6 3 1 74 -0.84 0 "213"
"31618" "male" "Asian" 0.42 8 6 1.75 1.8 2.6 3 1 74 0.19 3.46410161513775 "213"
"53027" "male" "Asian" 0.42 8 6 1.75 1.8 2.6 3 1 74 0.77 6 "213"
"74436" "male" "Asian" 0.42 8 6 1.75 1.8 2.6 3 1 74 0.99 7.61577310586391 "213"
"95845" "male" "Asian" 0.42 8 6 1.75 1.8 2.6 3 1 74 0.73 9.69535971483266 "213"
"10289" "male" "Hispanic" 0.95 5 4 1.5 1 3.4 3.5 1 75 -0.62 0 "214"
"31698" "male" "Hispanic" 0.95 5 4 1.5 1 3.4 3.5 1 75 -0.05 3.46410161513775 "214"
"53107" "male" "Hispanic" 0.95 5 4 1.5 1 3.4 3.5 1 75 0.23 5.8309518948453 "214"
"74516" "male" "Hispanic" 0.95 5 4 1.5 1 3.4 3.5 1 75 0.82 7.61577310586391 "214"
"95925" "male" "Hispanic" 0.95 5 4 1.5 1 3.4 3.5 1 75 0.62 9.74679434480896 "214"
"10395" "female" "Hispanic" 0.53 6 8 1.5 1.6 3.6 3 1 78 -0.13 0 "215"
"31804" "female" "Hispanic" 0.53 6 8 1.5 1.6 3.6 3 1 78 0.81 3.60555127546399 "215"
"53213" "female" "Hispanic" 0.53 6 8 1.5 1.6 3.6 3 1 78 1.49 6 "215"
"74622" "female" "Hispanic" 0.53 6 8 1.5 1.6 3.6 3 1 78 1.16 7.68114574786861 "215"
"96031" "female" "Hispanic" 0.53 6 8 1.5 1.6 3.6 3 1 78 1.56 9.74679434480896 "215"
"10438" "female" "white, non-Hispanic" 0.48 8 5 1 1.8 3.4 3.33 1 78 -0.35 0 "216"
"31847" "female" "white, non-Hispanic" 0.48 8 5 1 1.8 3.4 3.33 1 78 -0.12 3.46410161513775 "216"
"53256" "female" "white, non-Hispanic" 0.48 8 5 1 1.8 3.4 3.33 1 78 0.97 5.91607978309962 "216"
"74665" "female" "white, non-Hispanic" 0.48 8 5 1 1.8 3.4 3.33 1 78 1.19 7.68114574786861 "216"
"96074" "female" "white, non-Hispanic" 0.48 8 5 1 1.8 3.4 3.33 1 78 1.46 9.69535971483266 "216"
"10444" "male" "white, non-Hispanic" 1.11 8 5 1.5 1.2 3.6 4 1 74 0.06 0 "217"
"31853" "male" "white, non-Hispanic" 1.11 8 5 1.5 1.2 3.6 4 1 74 -0.16 3.46410161513775 "217"
"53262" "male" "white, non-Hispanic" 1.11 8 5 1.5 1.2 3.6 4 1 74 1.08 5.91607978309962 "217"
"74671" "male" "white, non-Hispanic" 1.11 8 5 1.5 1.2 3.6 4 1 74 1.24 7.61577310586391 "217"
"96080" "male" "white, non-Hispanic" 1.11 8 5 1.5 1.2 3.6 4 1 74 1.41 9.69535971483266 "217"
"10474" "male" "white, non-Hispanic" 0.4 7 6 2.25 2.6 2.2 2 1 74 -0.18 0 "218"
"31883" "male" "white, non-Hispanic" 0.4 7 6 2.25 2.6 2.2 2 1 74 0.75 3.60555127546399 "218"
"53292" "male" "white, non-Hispanic" 0.4 7 6 2.25 2.6 2.2 2 1 74 1 6 "218"
"74701" "male" "white, non-Hispanic" 0.4 7 6 2.25 2.6 2.2 2 1 74 1.26 7.61577310586391 "218"
"96110" "male" "white, non-Hispanic" 0.4 7 6 2.25 2.6 2.2 2 1 74 1.6 9.79795897113271 "218"
"10492" "female" "white, non-Hispanic" -0.3 7 9 1.25 1.8 3.4 3 1 80 -0.8 0 "219"
"31901" "female" "white, non-Hispanic" -0.3 7 9 1.25 1.8 3.4 3 1 80 -0.39 3.46410161513775 "219"
"53310" "female" "white, non-Hispanic" -0.3 7 9 1.25 1.8 3.4 3 1 80 0.7 5.8309518948453 "219"
"74719" "female" "white, non-Hispanic" -0.3 7 9 1.25 1.8 3.4 3 1 80 1.22 7.61577310586391 "219"
"96128" "female" "white, non-Hispanic" -0.3 7 9 1.25 1.8 3.4 3 1 80 1.29 9.69535971483266 "219"
"10493" "female" "white, non-Hispanic" 0.52 8 8 2 1.8 3.2 3.75 1 77 -0.22 0 "220"
"31902" "female" "white, non-Hispanic" 0.52 8 8 2 1.8 3.2 3.75 1 77 0.74 3.46410161513775 "220"
"53311" "female" "white, non-Hispanic" 0.52 8 8 2 1.8 3.2 3.75 1 77 1.01 5.8309518948453 "220"
"74720" "female" "white, non-Hispanic" 0.52 8 8 2 1.8 3.2 3.75 1 77 1.32 7.61577310586391 "220"
"96129" "female" "white, non-Hispanic" 0.52 8 8 2 1.8 3.2 3.75 1 77 1.51 9.69535971483266 "220"
"10494" "female" "white, non-Hispanic" -0.89 6 6 1.25 1.8 3.2 3.75 1 76 -0.42 0 "221"
"31903" "female" "white, non-Hispanic" -0.89 6 6 1.25 1.8 3.2 3.75 1 76 -0.03 3.46410161513775 "221"
"53312" "female" "white, non-Hispanic" -0.89 6 6 1.25 1.8 3.2 3.75 1 76 0.62 5.8309518948453 "221"
"74721" "female" "white, non-Hispanic" -0.89 6 6 1.25 1.8 3.2 3.75 1 76 0.99 7.61577310586391 "221"
"96130" "female" "white, non-Hispanic" -0.89 6 6 1.25 1.8 3.2 3.75 1 76 1.32 9.74679434480896 "221"
"10651" "male" "white, non-Hispanic" -0.38 8 9 1.5 1 3.4 3.5 1 78 -0.22 0 "222"
"32060" "male" "white, non-Hispanic" -0.38 8 9 1.5 1 3.4 3.5 1 78 0.45 3.46410161513775 "222"
"53469" "male" "white, non-Hispanic" -0.38 8 9 1.5 1 3.4 3.5 1 78 0.73 5.91607978309962 "222"
"74878" "male" "white, non-Hispanic" -0.38 8 9 1.5 1 3.4 3.5 1 78 0.95 7.61577310586391 "222"
"96287" "male" "white, non-Hispanic" -0.38 8 9 1.5 1 3.4 3.5 1 78 1.18 9.69535971483266 "222"
"10703" "male" "white, non-Hispanic" 0.48 8 8 1 1 4 4 1 77 -0.52 0 "223"
"32112" "male" "white, non-Hispanic" 0.48 8 8 1 1 4 4 1 77 0.67 3.46410161513775 "223"
"53521" "male" "white, non-Hispanic" 0.48 8 8 1 1 4 4 1 77 1.17 6 "223"
"74930" "male" "white, non-Hispanic" 0.48 8 8 1 1 4 4 1 77 1.41 7.68114574786861 "223"
"96339" "male" "white, non-Hispanic" 0.48 8 8 1 1 4 4 1 77 1.81 9.79795897113271 "223"
"10710" "female" "white, non-Hispanic" -0.69 3 8 2.25 3.4 2.6 2.5 1 71 -1.32 0 "224"
"32119" "female" "white, non-Hispanic" -0.69 3 8 2.25 3.4 2.6 2.5 1 71 -0.69 3.3166247903554 "224"
"53528" "female" "white, non-Hispanic" -0.69 3 8 2.25 3.4 2.6 2.5 1 71 0.06 5.8309518948453 "224"
"74937" "female" "white, non-Hispanic" -0.69 3 8 2.25 3.4 2.6 2.5 1 71 0.79 7.54983443527075 "224"
"96346" "female" "white, non-Hispanic" -0.69 3 8 2.25 3.4 2.6 2.5 1 71 1.15 9.69535971483266 "224"
"10762" "female" "white, non-Hispanic" -0.04 8 8 1 1 4 3.75 2 83 -0.3 0 "225"
"32171" "female" "white, non-Hispanic" -0.04 8 8 1 1 4 3.75 2 83 0.22 3.46410161513775 "225"
"53580" "female" "white, non-Hispanic" -0.04 8 8 1 1 4 3.75 2 83 0.8 6 "225"
"74989" "female" "white, non-Hispanic" -0.04 8 8 1 1 4 3.75 2 83 1.16 7.74596669241483 "225"
"96398" "female" "white, non-Hispanic" -0.04 8 8 1 1 4 3.75 2 83 1.37 9.74679434480896 "225"
"10825" "female" "white, non-Hispanic" -0.74 5 3 1 2.6 2 2 1 70 -1.48 0 "226"
"32234" "female" "white, non-Hispanic" -0.74 5 3 1 2.6 2 2 1 70 -0.17 3.60555127546399 "226"
"53643" "female" "white, non-Hispanic" -0.74 5 3 1 2.6 2 2 1 70 0.54 6 "226"
"75052" "female" "white, non-Hispanic" -0.74 5 3 1 2.6 2 2 1 70 0.81 7.68114574786861 "226"
"96461" "female" "white, non-Hispanic" -0.74 5 3 1 2.6 2 2 1 70 1 9.8488578017961 "226"
"10858" "male" "white, non-Hispanic" 0.95 7 6 1 1.2 4 3.5 1 77 -1.26 0 "227"
"32267" "male" "white, non-Hispanic" 0.95 7 6 1 1.2 4 3.5 1 77 -0.16 3.46410161513775 "227"
"53676" "male" "white, non-Hispanic" 0.95 7 6 1 1.2 4 3.5 1 77 0.49 6.08276253029822 "227"
"75085" "male" "white, non-Hispanic" 0.95 7 6 1 1.2 4 3.5 1 77 0.59 7.68114574786861 "227"
"96494" "male" "white, non-Hispanic" 0.95 7 6 1 1.2 4 3.5 1 77 1 9.8488578017961 "227"
"10898" "male" "black or African American non-Hispanic" -0.26 3 2 1.25 1.2 3.4 3.5 1 68 -1.42 0 "228"
"32307" "male" "black or African American non-Hispanic" -0.26 3 2 1.25 1.2 3.4 3.5 1 68 -0.3 3.46410161513775 "228"
"53716" "male" "black or African American non-Hispanic" -0.26 3 2 1.25 1.2 3.4 3.5 1 68 0.61 6 "228"
"75125" "male" "black or African American non-Hispanic" -0.26 3 2 1.25 1.2 3.4 3.5 1 68 0.8 7.61577310586391 "228"
"96534" "male" "black or African American non-Hispanic" -0.26 3 2 1.25 1.2 3.4 3.5 1 68 0.98 9.69535971483266 "228"
"10911" "male" "black or African American non-Hispanic" -4.47 5 3 1.25 1.2 3.6 3.75 1 77 -0.79 0 "229"
"32320" "male" "black or African American non-Hispanic" -4.47 5 3 1.25 1.2 3.6 3.75 1 77 -0.01 3.46410161513775 "229"
"53729" "male" "black or African American non-Hispanic" -4.47 5 3 1.25 1.2 3.6 3.75 1 77 0.32 6 "229"
"75138" "male" "black or African American non-Hispanic" -4.47 5 3 1.25 1.2 3.6 3.75 1 77 0.9 7.68114574786861 "229"
"96547" "male" "black or African American non-Hispanic" -4.47 5 3 1.25 1.2 3.6 3.75 1 77 0.92 9.69535971483266 "229"
"11012" "male" "black or African American non-Hispanic" -0.1 8 7 1.25 2.6 2 1.75 1 77 -0.64 0 "230"
"32421" "male" "black or African American non-Hispanic" -0.1 8 7 1.25 2.6 2 1.75 1 77 0.42 3.46410161513775 "230"
"53830" "male" "black or African American non-Hispanic" -0.1 8 7 1.25 2.6 2 1.75 1 77 0.41 6 "230"
"75239" "male" "black or African American non-Hispanic" -0.1 8 7 1.25 2.6 2 1.75 1 77 0.73 7.74596669241483 "230"
"96648" "male" "black or African American non-Hispanic" -0.1 8 7 1.25 2.6 2 1.75 1 77 0.62 9.79795897113271 "230"
"11029" "female" "black or African American non-Hispanic" -1.2 8 3 1 2 3.2 2.75 1 74 -1.39 0 "231"
"32438" "female" "black or African American non-Hispanic" -1.2 8 3 1 2 3.2 2.75 1 74 -0.68 3.46410161513775 "231"
"53847" "female" "black or African American non-Hispanic" -1.2 8 3 1 2 3.2 2.75 1 74 0.36 6 "231"
"75256" "female" "black or African American non-Hispanic" -1.2 8 3 1 2 3.2 2.75 1 74 0.61 7.68114574786861 "231"
"96665" "female" "black or African American non-Hispanic" -1.2 8 3 1 2 3.2 2.75 1 74 0.87 9.79795897113271 "231"
"11055" "female" "black or African American non-Hispanic" -0.52 8 4 1 1.4 3.4 3.5 1 71 -0.53 0 "232"
"32464" "female" "black or African American non-Hispanic" -0.52 8 4 1 1.4 3.4 3.5 1 71 0.18 3.3166247903554 "232"
"53873" "female" "black or African American non-Hispanic" -0.52 8 4 1 1.4 3.4 3.5 1 71 0.8 5.91607978309962 "232"
"75282" "female" "black or African American non-Hispanic" -0.52 8 4 1 1.4 3.4 3.5 1 71 1.02 7.68114574786861 "232"
"96691" "female" "black or African American non-Hispanic" -0.52 8 4 1 1.4 3.4 3.5 1 71 1.05 9.74679434480896 "232"
"11104" "female" "black or African American non-Hispanic" -0.86 8 6 1 1 3 3.25 1 77 -1.1 0 "233"
"32513" "female" "black or African American non-Hispanic" -0.86 8 6 1 1 3 3.25 1 77 -0.6 3.60555127546399 "233"
"53922" "female" "black or African American non-Hispanic" -0.86 8 6 1 1 3 3.25 1 77 -0.15 6.08276253029822 "233"
"75331" "female" "black or African American non-Hispanic" -0.86 8 6 1 1 3 3.25 1 77 0.39 7.74596669241483 "233"
"96740" "female" "black or African American non-Hispanic" -0.86 8 6 1 1 3 3.25 1 77 0.54 9.79795897113271 "233"
"11130" "female" "black or African American non-Hispanic" -1.5 3 2 2.25 1.8 2 2 2 70 -2.19 0 "234"
"32539" "female" "black or African American non-Hispanic" -1.5 3 2 2.25 1.8 2 2 2 70 -1.73 3.60555127546399 "234"
"53948" "female" "black or African American non-Hispanic" -1.5 3 2 2.25 1.8 2 2 2 70 0.01 5.91607978309962 "234"
"75357" "female" "black or African American non-Hispanic" -1.5 3 2 2.25 1.8 2 2 2 70 0.3 7.68114574786861 "234"
"96766" "female" "black or African American non-Hispanic" -1.5 3 2 2.25 1.8 2 2 2 70 0.47 9.79795897113271 "234"
"11143" "male" "white, non-Hispanic" -0.93 7 5 1.25 1.2 4 4 1 79 -0.15 0 "235"
"32552" "male" "white, non-Hispanic" -0.93 7 5 1.25 1.2 4 4 1 79 0.37 3.60555127546399 "235"
"53961" "male" "white, non-Hispanic" -0.93 7 5 1.25 1.2 4 4 1 79 0.96 5.91607978309962 "235"
"75370" "male" "white, non-Hispanic" -0.93 7 5 1.25 1.2 4 4 1 79 1.14 7.68114574786861 "235"
"96779" "male" "white, non-Hispanic" -0.93 7 5 1.25 1.2 4 4 1 79 1.4 9.74679434480896 "235"
"11193" "male" "black or African American non-Hispanic" -3.27 8 5 1 2 2.75 2 1 78 -1.36 0 "236"
"32602" "male" "black or African American non-Hispanic" -3.27 8 5 1 2 2.75 2 1 78 -0.32 3.46410161513775 "236"
"54011" "male" "black or African American non-Hispanic" -3.27 8 5 1 2 2.75 2 1 78 0.48 5.91607978309962 "236"
"75420" "male" "black or African American non-Hispanic" -3.27 8 5 1 2 2.75 2 1 78 0.77 7.68114574786861 "236"
"96829" "male" "black or African American non-Hispanic" -3.27 8 5 1 2 2.75 2 1 78 0.73 9.74679434480896 "236"
"11375" "male" "white, non-Hispanic" -0.06 8 9 1.5 1 3.6 3.5 1 78 -0.39 0 "237"
"32784" "male" "white, non-Hispanic" -0.06 8 9 1.5 1 3.6 3.5 1 78 0.67 3.46410161513775 "237"
"54193" "male" "white, non-Hispanic" -0.06 8 9 1.5 1 3.6 3.5 1 78 1 6 "237"
"75602" "male" "white, non-Hispanic" -0.06 8 9 1.5 1 3.6 3.5 1 78 0.96 7.74596669241483 "237"
"97011" "male" "white, non-Hispanic" -0.06 8 9 1.5 1 3.6 3.5 1 78 1.03 9.74679434480896 "237"
"11379" "male" "white, non-Hispanic" -0.1 8 6 2.5 1 4 4 1 75 -0.63 0 "238"
"32788" "male" "white, non-Hispanic" -0.1 8 6 2.5 1 4 4 1 75 0.51 3.46410161513775 "238"
"54197" "male" "white, non-Hispanic" -0.1 8 6 2.5 1 4 4 1 75 0.79 6 "238"
"75606" "male" "white, non-Hispanic" -0.1 8 6 2.5 1 4 4 1 75 0.99 7.74596669241483 "238"
